PWS ID (Links to Records),Name,Reports/Notices,County,Status,Federal Type,State Source Type,Water Hauler,Population,Service Connections,Dist Operator,Treatment Operator,Admin Contact,Emails,Phone Numbers
CO0135725,SUNRISE RANCH,Reports,LARIMER,A,Community,Surface Water,No,75,41,DAVID LEWIS,DAVID LEWIS,DAVID GARDNER,dgardner@emnet.org;,(BUS) 970-699-9071;
CO0143725,SUNRISE TRAILER PARK,Reports,MONTROSE,A,Community,Groundwater,No,60,29,BENNY ARCHULETA,BENNY ARCHULETA,JERRY LARGE,JERRYLARGE10@YAHOO.COM;,(BUS) 303-506-4865;
CO0135726,SUNSET WD,Reports,LARIMER,A,Community,Purchased Surface Water,No,425,176,RONALD TORRES JR,null,GARY SPIVAK,beckspivak@gmail.com;,(BUS) 970-222-9158;
CO0224710,SUNSHINE GARDEN COUNTRY HOME,Reports,LA PLATA,A,"Non-Transient, Non-Community",Groundwater,No,32,1,null,DAVID W MARSA,ANGELA FLANDERS,COUNTRYHOME@SGWSENIORS.COM;,(BUS) 970-259-9573;
CO0115725,SUNSHINE MESA DOMESTIC WC,Reports,DELTA,A,Community,Groundwater,No,76,32,MICHAEL K TARBELL,MICHAEL K TARBELL,MICHAEL K TARBELL,tarbell.m.k@gmail.com;,(BUS) 970-527-5565;
CO0107725,SUPERIOR MD NO 1,Reports,BOULDER,A,Community,Surface Water,No,17170,3818,R WAYNE RAMEY,R WAYNE RAMEY,ALEX ARINELLO,ALEX@SUPERIORCOLORADO.GOV;,(BUS) 303-499-3675;
CO0159725,SWANS NEST MD,Reports,SUMMIT,A,Community,Groundwater UDI Surface Water,No,200,39,JOHN VOLK,JOHN VOLK,KATHY LEWENSTEN,KATHY@MWCPAA.COM;,(BUS) 970-926-6060;
CO0145720,SWINK TOWN OF,Reports,OTERO,A,Community,Groundwater,No,660,282,RICK DELL,RICK DELL,RICK DELL,rick.dell22@gmail.com;,(BUS) 719-468-2355;
CO0149727,SWISS VILLAGE HOA,Reports,PITKIN,A,Community,Groundwater,No,95,38,ALAN D LESLIE,ALAN D LESLIE,ALAN D LESLIE,EPC@ENVIRONMENTALPROCESSCONTROL.COM;,(BUS) 970-963-8393;
CO0125720,TABERNASH MEADOWS WSD,Reports,GRAND,A,Community,Groundwater,No,399,159,THOM YODER,THOM YODER,THOM YODER,YOTHOM@TMWSD.COM;,(BUS) 970-726-2839;
CO0107733,TABLE MESA VILLAGE MHP,Reports,BOULDER,A,Community,Groundwater UDI Surface Water,No,53,51,GABRIELLE BEGEMAN,GABRIELLE BEGEMAN,JULIE SORENSEN,jsorensen@orcwater.com;,(BUS) 720-287-0605;
CO0262735,TAGAWA GREENHOUSES INC,Reports,WELD,A,"Non-Transient, Non-Community",Groundwater,No,250,5,GABRIELLE BEGEMAN,GABRIELLE BEGEMAN,WILLIAM KLUTH,BKLUTH@TAGAWAS.COM;,(BUS) 303-659-1260;
CO0134810,TALL PINES VILLAGE,Reports,LA PLATA,A,Community,Groundwater UDI Surface Water,No,65,10,OLIVER M AMATO,OLIVER M AMATO,STEVE ROSSI,steve@bluewillowllc.com; steve@bluewillowllc.com;,(BUS) 970-385-1890;
CO0159120,TANGLEWOOD WS,Reports,SUMMIT,A,Community,Groundwater,No,60,23,JOHN VOLK,JOHN VOLK,LORIE WILLIAMS,LORLEEWILLIAMS@AOL.COM;,(BUS) 970-262-0314;
CO0160600,TELLER COUNTY WSD,Reports,TELLER,A,Community,Groundwater,No,600,250,LAWRENCE E WATTERS,LAWRENCE E WATTERS,LISA RECTOR,TELLERWATER@GMAIL.COM;,(BUS) 719-687-0761;
CO0123343,TELLER SPRINGS HOA,Reports,GARFIELD,A,Community,Groundwater,No,84,21,ALAN D LESLIE,ALAN D LESLIE,JAY MERRIAM,jgmerriam@me.com;,(BUS) 508-498-0347;
CO0157900,TELLURIDE PINES HOA,Reports,SAN MIGUEL,A,Community,Groundwater UDI Surface Water,No,25,30,CHRIS BOLANE,CHRIS BOLANE,JONATHAN FIKE,TELLURIDEPINESHOA@GMAIL.COM;,(BUS) 970-729-1544;
CO0157800,TELLURIDE TOWN OF,Reports,SAN MIGUEL,A,Community,Surface Water,No,7900,1723,LYNN WHITE,STAN KIERSZTYN,ROSS HERZOG,RHERZOG@TELLURIDE-CO.GOV;,(BUS) 970-728-2155;
CO0223343,THE HIDEOUT AT GLENWOOD SPRINGS,Reports,GARFIELD,A,Community,Groundwater,No,91,38,ALAN D LESLIE,ALAN D LESLIE,DAVID WOLFOWITZ,dave@pcpequity.com; info@hideoutglenwood.com;,(BUS) 301-642-6473; (BUS) 970-235-0059;
CO0101155,THIRD CREEK WUA,Reports,ADAMS,A,Community,Groundwater,No,90,40,GABRIELLE BEGEMAN,GABRIELLE BEGEMAN,MIKE DEWEESE,thirdcreekwua@gmail.com;,(BUS) 720-308-1714;
CO0101150,THORNTON CITY OF,Reports,ADAMS,A,Community,Surface Water,No,155700,35596,STEVEN CROW,STEVE FOSTER,SHAY SHIH,hsueh.shih@thorntonco.gov;,(BUS) 303-255-7776;
CO0101741,THORNTON ESTATES,Reports,ADAMS,A,Community,Purchased Surface Water,No,300,208,RON KRUEGER,RON KRUEGER,PAM KRUEGER,info@cc-wt.com;,(BUS) 720-234-3734;
CO0123742,THREE MILE TP,Reports,GARFIELD,A,Community,Groundwater,No,50,20,BERNARD J KRUEGER,BERNARD J KRUEGER,BERNARD J KRUEGER,krueger5@centurylink.net;,null
CO0118078,THUNDERBIRD WSD,Reports,DOUGLAS,A,Community,Groundwater,No,490,176,LARRY MORRIS,LARRY MORRIS,LARRY MORRIS,Larrygmorris@hotmail.com;,(BUS) 303-688-5962;
CO0259003,TIMBER CREEK WC,Reports,SUMMIT,A,Community,Groundwater,No,312,70,TOM MCCLELLAND,TOM MCCLELLAND,SCOTT PRICE,SCOTT@QUALITYWATERMANAGEMENT.COM;,(BUS) 970-389-1899;
CO0225735,TIMBERLINE LODGE,Reports,GRAND,A,"Non-Transient, Non-Community",Groundwater,No,68,2,R PAUL STRAUSS,R PAUL STRAUSS,R PAUL STRAUSS,strauss_paul@source-water.net;,(BUS) 970-531-9008;
CO0154743,TIMBERS WSD,Reports,ROUTT,A,Community,Surface Water,No,200,34,TIM GIBBONS,TIM GIBBONS,TIM GIBBONS,suekimes@hotmail.com;,(BUS) 970-736-1080;
CO0101157,TODD CREEK VILLAGE MD,Reports,ADAMS,A,Community,Groundwater UDI Surface Water,No,5828,2301,MICHAEL J WOLF,DUSTIN A MOLLOY,JIMMY OGE,joge@equinoxgroupco.com;,(BUS) 303-637-0344;
CO0108900,TRAIL WEST ASSOC,Reports,CHAFFEE,A,Community,Groundwater,No,249,103,ERNEST TRUSTY,ERNEST TRUSTY,SUE PLEGER,office.trailwesthoa@gmail.com;,(BUS) 719-395-8321;
CO0160650,TRANQUIL ACRES WS,Reports,TELLER,A,Community,Groundwater,No,180,76,STEVEN DENTON,STEVEN DENTON,STEVEN DENTON,STEVEN@SPIRITOFTHEWESTREALTY.COM;,(BUS) 719-660-1540;
CO0241755,TRAPPER MINE,Reports,MOFFAT,A,"Non-Transient, Non-Community",Groundwater,No,155,3,GRAHAM ROBERTS,GRAHAM ROBERTS,MICHAEL MORRISS,MICHAEL.MORRISS@TRAPPERMINE.COM;,(BUS) 970-824-4401;
CO0103090,TRAVOIS HOA,Reports,ARAPAHOE,A,Community,Groundwater,No,175,51,DANIEL ISAMAN,DANIEL ISAMAN,DANIEL ISAMAN,isamandl@aol.com;,null
CO0154755,TREE HAUS MD,Reports,ROUTT,A,Community,Groundwater UDI Surface Water,No,248,106,BRUCE A THOMPSON,BRUCE A THOMPSON,BRUCE A THOMPSON,yvwater@gmail.com;,(BUS) 970-879-2424;
CO0143755,TRI COUNTY WCD,Reports,MONTROSE,A,Community,Purchased Surface Water,No,18200,7200,KYLE THOMPSON,null,KATHLEEN MARGETTS,KATHLEEN@TRICOUNTYWATER.ORG;,(BUS) 970-249-3369;
CO0241185,TRI STATE ELEC CRAIG STATION,Reports,MOFFAT,A,"Non-Transient, Non-Community",Purchased Groundwater,No,500,1,NATHAN BROWNING,NATHAN BROWNING,ANDY BERGER,ABERGER@TRISTATEGT.ORG;,(BUS) 303-452-6111;
CO0134640,TRIANGLE TP,Reports,LA PLATA,A,Community,Groundwater,No,39,12,MICHAEL K CAMERON,MICHAEL K CAMERON,MERLIN D ZIMMETT,ZENTCO@GMAIL.COM;,(BUS) 970-245-6771;
CO0212400,TRINCHERA PROPERTY MANAGEMENT INC,Reports,COSTILLA,A,"Non-Transient, Non-Community",Groundwater,No,55,8,SHANE LANCASTER,SHANE LANCASTER,SHANE LANCASTER,SHANE.LANCASTER@TRINCHERARANCH.COM;,(BUS) 719-379-3263;
CO0136800,TRINIDAD CITY OF,Reports,LAS ANIMAS,A,Community,Surface Water,No,11400,4364,MANUEL TORRES,GILBERT RAMIREZ,LINDA VIGIL,linda.vigil@trinidad.co.gov;,(BUS) 719-846-9843;
CO0136850,TRINIDAD LAKE RANCHES POA,Reports,LAS ANIMAS,A,Community,Purchased Surface Water,No,200,71,RYAN GILMARTIN,null,RYAN GILMARTIN,ryan@livecoloradorealty.com;,(BUS) 720-400-4086;
CO0121840,TRIVIEW MD,Reports,EL PASO,A,Community,Groundwater,No,5649,1978,ROBERT LEWIS,SHAWN SEXTON,JIM MCGRADY,JMCGRADY@TRIVIEWMETRO.COM;,(BUS) 719-488-6868;
CO0101158,TUCSON WC,Reports,ADAMS,A,Community,Groundwater,No,90,36,DAVID GRANDLIENARD,DAVID GRANDLIENARD,DAVID GRANDLIENARD,DHGRAND@ATT.NET;,null
CO0121841,TURKEY CANON RANCH WD,Reports,EL PASO,A,Community,Groundwater,No,90,42,ELLEN ELLSON,ELLEN ELLSON,ELLEN ELLSON,ELLSON.ELLEN@GMAIL.COM;,(BUS) 719-352-5257;
CO0114550,TV HILLS WATER,Reports,CUSTER,A,Community,Groundwater,No,38,20,NATHAN HOFFMEYER,NATHAN HOFFMEYER,DAVID B BOUGHTON,WETMORE5@HUGHES.NET;,(BUS) 719-784-6107;
CO0254200,TWENTY MILE COAL CO,Reports,ROUTT,A,"Non-Transient, Non-Community",Groundwater,No,475,7,MIRANDA KAWCAK,MIRANDA KAWCAK,MIRANDA KAWCAK,MKAWCAK@PEABODYENERGY.COM;,(BUS) 970-870-2718;
CO0134855,TWILIGHT WC,Reports,LA PLATA,A,Community,Groundwater,No,78,46,MICHAEL K CAMERON,MICHAEL K CAMERON,SANDRA TISCHAEFER,arem@arempm.com;,(BUS) 970-247-8299;
CO0105700,TWO BUTTES TOWN OF,Reports,BACA,A,Community,Groundwater,No,58,53,PHILIP NORTON,PHILIP NORTON,DONNA WOOD,TOWN2BUTTES@GMAIL.COM;,(BUS) 719-326-5244;
CO0119720,TWO RIVERS VILLAGE,Reports,EAGLE,A,Community,Groundwater,No,767,219,THOMAS A ZANCANELLA,THOMAS A ZANCANELLA,MEGHAN HAYES,meghan@mwcpaa.com;,(BUS) 970-926-6060;
CO0119786,UPPER EAGLE REGIONAL WA,Reports,EAGLE,A,Community,Surface Water,No,32831,6752,BRAD ZACHMAN,BRAD ZACHMAN,SIRI ROMAN,SROMAN@ERWSD.ORG;,(BUS) 970-476-7480;
CO0115784,UPPER SURFACE CREEK DOMESTIC WUA,Reports,DELTA,A,Community,Surface Water,No,2700,902,DAYTON A MYERS JR,DAYTON A MYERS JR,AMBER MCPHERSON,AMBERMCPHERSON@USCDWUA.COM;,(BUS) 970-856-7199;
CO0121845,US AIR FORCE ACADEMY,Reports,EL PASO,A,Community,Purchased Surface Water,No,16876,3600,LAWRENCE E WATTERS,LAWRENCE E WATTERS,TSGT ARLEN MARTIN,ARLEN.L.MARTIN.MIL@MAIL.MIL; jonathan.m.bailey28.mil@mail.mil; ricardo.n.meza.mil@mail.mil;,(BUS) 719-333-4825;
CO0221445,US DEPARTMENT OF THE ARMY FORT CARSON,Reports,EL PASO,A,Community,Purchased Surface Water,No,42000,3200,PATRICK LAYDON,JOHN PAYNE,JEFFERY FARMER,jeffery.b.farmer.civ@mail.mil;,(BUS) 719-526-1730;
CO0230860,US DOE NREL FLATIRONS CAMPUS,Reports,JEFFERSON,A,"Non-Transient, Non-Community",Purchased Surface Water,No,168,2,GABRIELLE BEGEMAN,GABRIELLE BEGEMAN,GENEVIEVE BRAUS,GENEVIEVE.BRAUS@NREL.GOV;,(BUS) 303-275-3251;
CO0203588,US ORICA INC,Reports,ARAPAHOE,A,"Non-Transient, Non-Community",Groundwater,No,120,1,DAVID LEWIS,DAVID LEWIS,TROY KINCH,troy.kinch@orica.com;,(BUS) 720-369-4672;
CO0251050,USDOT TRANS TECH CNT,Reports,PUEBLO,A,"Non-Transient, Non-Community",Groundwater,No,385,11,RONALD TORRES JR,RONALD TORRES JR,THERESA HERYLA,THERESA@AWWS.ORG;,(BUS) 970-494-1610;
CO0108925,UTE HEIGHTS COMMUNITY WS,Reports,CHAFFEE,A,Community,Groundwater,No,55,31,BRET COLLYER,BRET COLLYER,JORD GERTSON,sourcewater@mac.com;,(BUS) 719-395-2136;
CO0134790,UTE PASS WA INC,Reports,LA PLATA,A,Community,Surface Water,No,120,66,DAVID W MARSA,DAVID W MARSA,DENISE MELLOR,DEMELLOR@HOTMAIL.COM;,(BUS) 970-759-9958;
CO0139791,UTE WCD,Reports,MESA,A,Community,Surface Water,No,88626,37560,TIM MOORE,BENJAMIN HOFFMAN,BENJAMIN HOFFMAN,BHOFFMAN@UTEWATER.ORG;,null
CO0219800,VAIL ASSOC  MIDVAIL EAGLE,Reports,EAGLE,A,"Non-Transient, Non-Community",Groundwater,No,7600,11,JAMIE W ROBERTS,JAMIE W ROBERTS,DOUGLAS K WORKMAN,dougw@vailresorts.com;,(BUS) 970-754-3178;
CO0160550,VALLEY MAINT CORP NO 1,Reports,TELLER,A,Community,Groundwater,No,470,187,KENNETH CASE,ANDRE KILIK,SHAUN GORDON,SHAUNCGORDON@MSN.COM;,(BUS) 720-201-4890;
CO0160551,VALLEY MAINT CORP NO 2,Reports,TELLER,A,Community,Groundwater UDI Surface Water,No,55,25,ANDRE KILIK,ANDRE KILIK,ANDRE KILIK,ASPEN8000@MSN.COM; mrandrekilik6@gmail.com; VMCDIVIDE@GMAIL.COM;,(BUS) 719-684-0700; (BUS) 719-200-5201;
CO0101800,VALLEY VISTA ESTATES,Reports,ADAMS,A,Community,Groundwater,No,51,11,WILLIAM STAMBAUGH,WILLIAM STAMBAUGH,WILLIAM STAMBAUGH,W.STAMBAUGH@COMCAST.NET;,null
CO0145750,VALLEY WC,Reports,OTERO,A,Community,Groundwater,No,270,104,KENNETH W WILSON,KENNETH W WILSON,CAROL WILSON,CLEOKATRA@HOTMAIL.COM;,(BUS) 719-462-5525;
CO0130800,VALLEY WD,Reports,JEFFERSON,A,Community,Purchased Surface Water,No,10000,2202,TIM CESSAR,null,KATHLEEN M KADNUCK,V.WATERDIST_KATHY@COMCAST.NET;,(BUS) 303-424-9661;
CO0110045,VALLI HI MHP,Reports,CLEAR CREEK,A,Community,Groundwater,No,53,28,JARED HERZING,GABRIELLE BEGEMAN,KARL KARNER,kjkarner52@gmail.com;,(BUS) 303-567-0123;
CO0134900,VAN DEN BERG MD,Reports,LA PLATA,A,Community,Purchased Surface Water,No,41,23,DAVID GREY,DAVID GREY,LOVVIS GLASS,lovvis@FRONTIER.NET;,(BUS) 970-563-9556;
CO0160700,VICTOR CITY OF,Reports,TELLER,A,Community,Surface Water,No,491,487,LAWRENCE E WATTERS,LAWRENCE E WATTERS,RICHARD MANN,rmann@cityofvictor.com;,(BUS) 719-689-5641;
CO0112810,VIEJO SAN ACACIO,Reports,COSTILLA,A,Community,Groundwater,No,45,33,TOMMY RODRIGUEZ,TOMMY RODRIGUEZ,LYDIA BENTON,SLWS@GOJADE.ORG;,(BUS) 719-672-4100;
CO0118080,VIEW RIDGE MUTUAL WC,Reports,DOUGLAS,A,Community,Groundwater,No,35,16,GLENN S OELKERS,GLENN S OELKERS,GLENN S OELKERS,scott@westernwell.net;,(BUS) 303-887-9799;
CO0105800,VILAS TOWN OF,Reports,BACA,A,Community,Groundwater,No,137,76,NICK RADTKE,NICK RADTKE,LISA BYRNE,TOWNOFVILASCOLORADO@GMAIL.COM;,(BUS) 719-523-4044;
CO0133300,VILLAGE AT EAST FORK,Reports,LAKE,A,Community,Groundwater,No,200,67,SHAWN R GRIFFITH,SHAWN R GRIFFITH,SHAWN R GRIFFITH,griffithinc@hotmail.com;,(BUS) 719-332-3047;
CO0142804,VISTA VERDE VILLAGE,Reports,MONTEZUMA,A,Community,Purchased Surface Water,No,200,100,EDWARD C KRAMER,null,J KEITH ZIMMERMAN,JKZman56@gmail.com;,(BUS) 970-565-7584;
CO0107810,VISTA VILLAGE MHP,Reports,BOULDER,A,Community,Purchased Surface Water,No,750,300,RICHARD L HOPP,null,HARVEY J MILLER,HJMESQ2@AOL.COM;,(BUS) 310-696-0180; (BUS) 310-696-0245;
CO0132025,VONA TOWN OF,Reports,KIT CARSON,A,Community,Groundwater,No,160,76,SHERRI STEPHEN,SHERRI STEPHEN,SHERRY STONE,sharon@plainstel.com;,(BUS) 970-664-2444;
CO0145780,VROMAN WC,Reports,OTERO,A,Community,Groundwater,No,125,61,KENNETH W WILSON,KENNETH W WILSON,CAROL WILSON,CLEOKATRA@HOTMAIL.COM;,(BUS) 719-462-5525;
CO0102900,WAGON WHEEL MHP,Reports,ALAMOSA,A,Community,Groundwater,No,160,60,DALE WEAVER,DALE WEAVER,DOUG KELLOGG,DLKELLOGG@MSN.COM;,(BUS) 719-210-8060;
CO0129834,WALDEN TOWN OF,Reports,JACKSON,A,Community,Surface Water,No,584,482,MARK RUSSELL,MARK RUSSELL,MARK RUSSELL,biosolid@hotmail.com;,(BUS) 970-723-4344;
CO0121850,WALDEN WSD,Reports,EL PASO,A,Community,Groundwater,No,1160,287,ELLEN ELLSON,ELLEN ELLSON,ELLEN ELLSON,ELLSON.ELLEN@GMAIL.COM;,(BUS) 719-352-5257;
CO0223833,WALDORF SCHOOL,Reports,GARFIELD,A,"Non-Transient, Non-Community",Groundwater,No,218,3,WALLACE E CANTERBURY,WALLACE E CANTERBURY,NATALIE ZANCANELLA,NATALIE@ZA-ENGINEERING.COM; sonny@za-engineering.com;,(BUS) 970-945-5700;
CO0128900,WALSENBURG CITY OF,Reports,HUERFANO,A,Community,Surface Water,No,3230,1928,RICHARD L HOPP,RICHARD L HOPP,DUSTIN STAMBAUGH,CITYADMIN@CITYOFWALSENBURG.COM;,(BUS) 719-695-1030;
CO0105900,WALSH TOWN OF,Reports,BACA,A,Community,Groundwater,No,650,301,DENNIS H CARLSON,DENNIS H CARLSON,DONNA PACKARD DAWSON,townofwalsh@gmail.com;,(BUS) 719-324-5411;
CO0107834,WARD TOWN OF,Reports,BOULDER,A,Community,Groundwater,No,230,74,JONATHAN ASHTON,JONATHAN ASHTON,AMY LA RUE,AMY_LSL@MSN.COM;,(BUS) 303-459-3438;
CO0147180,WARM SPRINGS OWNERS MUTUAL WA,Reports,PARK,A,Community,Groundwater,No,250,175,MARTIN DELINE,MARTIN DELINE,MARTIN DELINE,WARMSPRINGSCONSULTING@GMAIL.COM; MARTINDELINE1950@GMAIL.COM;,null
CO0149710,WATER VIEW CONDOMINIUM ASSOC,Reports,PITKIN,A,Community,Groundwater,No,30,16,ALAN D LESLIE,ALAN D LESLIE,STEPHANIE WHEELER,swtntinc@gmail.com;,null
CO0162833,WATTENBURG IMPROVEMENT ASSOC,Reports,WELD,A,Community,Groundwater,No,350,100,R WAYNE RAMEY,R WAYNE RAMEY,RACHEL DEHERRERA,DEHERRERAS1@NETZERO.NET;,(BUS) 303-564-8595;
CO0234837,WELL ON WHEELS WATER HAULER,Reports,LA PLATA,A,Community,Purchased Surface Water,YES,25,8,ANTHONY RAMSEY,ANTHONY RAMSEY,BRANDON WADDELL,awellonwheels@msn.com;,(BUS) 970-259-0052;
CO0135838,WELLINGTON TOWN OF,Reports,LARIMER,A,Community,Surface Water,No,11500,3882,JESSE TOLLEFSRUD,DANIEL JONES,TROY HAMMAN,HAMMANTL@WELLINGTONCOLORADO.gov;,(BUS) 303-912-2151;
CO0221838,WEST END CENTER WS,Reports,EL PASO,A,"Non-Transient, Non-Community",Groundwater,No,45,1,RON KRUEGER,RON KRUEGER,PAM KRUEGER,info@cc-wt.com;,(BUS) 720-234-3734;
CO0135290,WEST FORT COLLINS WD,Reports,LARIMER,A,Community,Purchased Surface Water,No,4000,960,DOUG BIGGE,null,DOUG BIGGE,wfcwd@wfcwdist.com;,(BUS) 970-484-4881;
CO0145810,WEST GRAND VALLEY WA,Reports,OTERO,A,Community,Groundwater,No,100,36,KENNETH W WILSON,KENNETH W WILSON,GINA JACQUART,WGVALLEYH2O@GMAIL.COM;,(BUS) 913-634-5963;
CO0115838,WEST PAONIA DOMESTIC WATER COMPANY,Reports,DELTA,A,Community,Purchased Surface Water,No,57,24,WILLIAM L HABENICHT,WILLIAM L HABENICHT,RON WIST,rwist@aol.com;,(BUS) 970-527-3447;
CO0230233,WEST RANCH CENTER,Reports,JEFFERSON,A,"Non-Transient, Non-Community",Groundwater,No,75,1,BRYAN LOBUE,GABRIELLE BEGEMAN,DAVID BERTON,DAVID@REALARCHITECTURE.COM;,(BUS) 303-477-5550;
CO0149613,WEST RANCH SUBD,Reports,PITKIN,A,Community,Groundwater,No,28,10,WALLACE E CANTERBURY,WALLACE E CANTERBURY,ANTHONY ZANCANELLA,awz@za-engineering.com;,(BUS) 970-945-5700;
CO0123836,WESTBANK MESA HOA,Reports,GARFIELD,A,Community,Groundwater,No,93,55,ALAN D LESLIE,ALAN D LESLIE,ROGER BROWN,RUNFAST@SOPRIS.NET;,(BUS) 970-925-9034;
CO0123838,WESTBANK RANCH  HOA,Reports,GARFIELD,A,Community,Groundwater,No,400,100,ALAN D LESLIE,ALAN D LESLIE,JAY JAHANI,advant_jahani@msn.com;,(BUS) 970-275-0087;
CO0118085,WESTCREEK LAKES WD,Reports,DOUGLAS,A,Community,Groundwater,No,165,66,CHAD C SELL,CHAD C SELL,CHAD C SELL,CSELL94@YAHOO.COM;,(BUS) 719-668-6504;
CO0115841,WESTERN EXTENSION DOMESTIC WATER COMPANY,Reports,DELTA,A,Community,Purchased Surface Water,No,37,20,WILLIAM L HABENICHT,null,JIM LINK,JIMLINK@PAONIA.COM;,(BUS) 970-209-2197;
CO0110050,WESTERN INN MHP,Reports,CLEAR CREEK,A,Community,Groundwater,No,45,12,SHAWN R GRIFFITH,SHAWN R GRIFFITH,SHAWN R GRIFFITH,griffithinc@hotmail.com;,(BUS) 719-332-3047;
CO0101170,WESTMINSTER CITY OF,Reports,ADAMS,A,Community,Surface Water,No,192878,29880,ROGER HARSHMAN,TOM SCRIBNER,TOM SCRIBNER,TSCRIBNE@CITYOFWESTMINSTER.US;,(BUS) 303-658-2470;
CO0134690,WESTSIDE MHP,Reports,LA PLATA,A,Community,Groundwater,No,236,74,OLIVER M AMATO,OLIVER M AMATO,NEAL KURZNER,NKURZNER@ALLBREN.COM;,(BUS) 718-545-5755;
CO0108960,WESTWINDS WD,Reports,CHAFFEE,A,Community,Groundwater,No,63,34,TOM MCCLELLAND,TOM MCCLELLAND,BABETTE MORROW,MORROWBABETTE@GMAIL.COM;,(BUS) 303-909-6928;
CO0160750,WESTWOOD LAKES WD,Reports,TELLER,A,Community,Groundwater,No,450,7747,ELMO M PARRISH,ELMO M PARRISH,ELMO M PARRISH,yolanda522003@yahoo.com;,null
CO0253842,WH160 LLC,Reports,RIO GRANDE,A,"Non-Transient, Non-Community",Groundwater,No,39,1,null,MICHAEL E POTTS,TERRI HUSMANN,null,(BUS) 719-588-0339;
CO0130842,WHEAT RIDGE WATER DISTRICT,Reports,JEFFERSON,A,Community,Purchased Surface Water,No,20000,5838,R WAYNE RAMEY,R WAYNE RAMEY,BARRY HUDSON,BARRY@WRWDISTRICT.COM;,(BUS) 720-940-4833;
CO0154842,WHITE HAVEN MHP,Reports,ROUTT,A,Community,Groundwater,No,56,27,BRUCE A THOMPSON,BRUCE A THOMPSON,BRUCE A THOMPSON,yvwater@gmail.com;,(BUS) 970-879-2424;
CO0149842,WHITE HORSE SPRINGS WD,Reports,PITKIN,A,Community,Groundwater,No,70,42,ROY M SABA,ROY M SABA,CHRISTINE BATCHER,CRB@WHITEHORSESPRINGSWATERDISTRICT.COM;,(BUS) 970-401-0301;
CO0121900,WIDEFIELD WSD,Reports,EL PASO,A,Community,Groundwater,No,22414,8621,BRANDON BERNARD,BRANDON BERNARD,BRANDON BERNARD,BRANDON@WWSDONLINE.COM;,(BUS) 719-464-2051;
CO0144035,WIGGINS TOWN OF,Reports,MORGAN,A,Community,Groundwater,No,910,369,RICHARD L HOPP,RICHARD L HOPP,TOM ACRE,townmanager@wigginsco.com;,(BUS) 970-483-6161;
CO0121470,WIGWAM MUTUAL WC,Reports,EL PASO,A,Community,Groundwater UDI Surface Water,No,1300,385,CHARLES K DEVORE,CHARLES K DEVORE,CHARLES K DEVORE,FIELDOPERATIONS@WIGWAMMUTUALWATERCOMPANY.ORG; WATERSPECIALTIES@HOTMAIL.COM;,(BUS) 719-491-1666;
CO0101180,WIKIUP MHP,Reports,ADAMS,A,Community,Groundwater,No,2500,339,RON KRUEGER,RON KRUEGER,PAM KRUEGER,info@cc-wt.com;,(BUS) 720-234-3734;
CO0149185,WILDCAT RANCH,Reports,PITKIN,A,Community,Surface Water,No,33,16,ALAN D LESLIE,ALAN D LESLIE,MIKE THOMAS,mikelthomas1@me.com;,(BUS) 970-923-2841;
CO0249843,WILDWOOD SCHOOL,Reports,PITKIN,A,"Non-Transient, Non-Community",Groundwater,No,50,1,RONNIE L FERGUSON,RONNIE L FERGUSON,BECKY HELMUS,null,(BUS) 970-925-5678;
CO0150900,WILEY TOWN OF,Reports,PROWERS,A,Community,Groundwater,No,405,216,RICK A JONES,RICK A JONES,DEBBIE DILLON,WILEYTOWN@CENTURYTEL.NET;,(BUS) 719-829-4974;
CO0147200,WILL O WISP METRO DISTRICT,Reports,PARK,A,Community,Groundwater,No,300,119,BRYAN LOBUE,GABRIELLE BEGEMAN,ERIC PETERSON,ERIC.RDC@GMAIL.COM;,(BUS) 970-281-4465;
CO0123842,WILLIAMS CREEK WATER,Reports,GARFIELD,A,Community,Purchased Surface Water,YES,60,10,MARK HAYES,null,VICTOR REED,victor.reed01@gmail.com;,(BUS) 970-987-3011;
CO0122950,WILLIAMSBURG TOWN OF,Reports,FREMONT,A,Community,Purchased Surface Water,No,775,289,RICKEY PINT,null,LUCINDA RICOTTA,clerk@williamsburgcolorado.com;,(BUS) 719-784-4511;
CO0130843,WILLOWBROOK WSD,Reports,JEFFERSON,A,Community,Purchased Surface Water,No,9348,3415,ERIC BYRD,null,BONNIE SKELLS,OFFICE@MEADOWBROOKWATERDISTRICT.COM; OFFICE@WILLOWBROOKWATER.ORG;,(BUS) 303-972-2054; (BUS) 303-986-2275;
CO0103100,WILLOWS WD,Reports,ARAPAHOE,A,Community,Purchased Surface Water,No,19000,4750,BLAIR ZIMMERMAN,null,RANDY MITCHELL,RMITCHELL@WILLOWSWATER.ORG;,(BUS) 303-770-8625;
CO0157950,WILSON MESA,Reports,SAN MIGUEL,A,Community,Surface Water,No,200,56,LARRY BENASUTTI,LARRY BENASUTTI,LARRY BENASUTTI,mrlock40@hotmail.com;,(BUS) 970-626-5397;
CO0135001,WINDCLIFF POA,Reports,LARIMER,A,Community,Purchased Surface Water,No,337,141,CLINT NOVAK,CLINT NOVAK,CLINT NOVAK,OPMGR1902@YAHOO.COM;,(BUS) 970-577-1402;
